all_ids,eye_category,eye_position,gaze_direction,heart_rates,p2p_intervals,sys_peaks,dys_peaks,engagement_labels,video_names
245,1,4,2,68.08220384,0.975,0.287780232,0.256989317,3,subject_96_dh18u00dyu_vid_1_11.mp4
246,1,4,2,71.97374254,0.86,0.498571409,0.449107734,3,subject_96_dh18u00dyu_vid_1_12.mp4
247,1,4,2,69.4269347,0.906666667,0.606001247,0.552988421,3,subject_96_dh18u00dyu_vid_1_13.mp4
248,0,4,2,72.19503106,0.86,0.744337349,0.674469058,3,subject_96_dh18u00dyu_vid_1_14.mp4
249,0,4,2,67.48879923,0.916666667,0.459879958,0.427079651,3,subject_96_dh18u00dyu_vid_1_15.mp4
250,1,4,2,60.56676743,1.058333333,0.728649223,0.689528897,3,subject_96_dh18u00dyu_vid_1_16.mp4
251,1,4,2,59.76418319,1.058333333,0.434256393,0.400641412,3,subject_96_dh18u00dyu_vid_1_17.mp4
252,0,4,2,55.43977844,1.133333333,0.635316202,0.582895788,3,subject_96_dh18u00dyu_vid_1_18.mp4
253,1,4,2,66.88203101,0.96,3.043560833,3.00599334,2,subject_96_dh18u00dyu_vid_1_19.mp4
254,1,4,2,77.66423564,0.84,0.54205711,0.525043359,3,subject_96_dh18u00dyu_vid_1_2.mp4
255,1,4,2,75.38901099,0.813333333,0.559152758,0.489581136,3,subject_96_dh18u00dyu_vid_1_20.mp4
256,1,4,2,79.9378882,0.793333333,0.761143465,0.650708654,2,subject_96_dh18u00dyu_vid_1_21.mp4
257,0,4,2,76.36278195,0.833333333,0.613269251,0.516275203,3,subject_96_dh18u00dyu_vid_1_22.mp4
258,1,4,2,62.76223776,1.0,0.71552911,0.66967432,3,subject_96_dh18u00dyu_vid_1_23.mp4
259,0,4,2,80.1144925,0.826666667,0.606078641,0.532562818,3,subject_96_dh18u00dyu_vid_1_24.mp4
260,0,4,2,69.05621735,0.893333333,0.581777884,0.550394879,3,subject_96_dh18u00dyu_vid_1_25.mp4
261,0,4,2,65.12539185,0.941666667,0.384655255,0.331146892,3,subject_96_dh18u00dyu_vid_1_26.mp4
262,1,4,2,78.50931677,0.78,0.633318148,0.554444631,3,subject_96_dh18u00dyu_vid_1_27.mp4
263,1,4,2,80.92028661,0.76,2.729298807,2.50713402,3,subject_96_dh18u00dyu_vid_1_28.mp4
264,1,4,2,73.01680775,0.873333333,1.701742516,1.536210598,2,subject_96_dh18u00dyu_vid_1_29.mp4
265,1,4,2,75.78560372,0.846666667,0.381907204,0.355663134,3,subject_96_dh18u00dyu_vid_1_3.mp4
266,1,4,2,81.9676346,0.766666667,0.309803361,0.292788266,3,subject_96_dh18u00dyu_vid_1_30.mp4
267,0,4,2,73.26456153,0.853333333,1.271124098,1.205713239,3,subject_96_dh18u00dyu_vid_1_31.mp4
268,1,4,2,83.20498828,0.744444444,0.753289103,0.679982286,3,subject_96_dh18u00dyu_vid_1_32.mp4
269,1,4,2,71.7032967,0.846666667,1.711411212,1.399531871,2,subject_96_dh18u00dyu_vid_1_33.mp4
270,0,4,2,62.32620321,0.991666667,1.261047161,1.220634643,2,subject_96_dh18u00dyu_vid_1_34.mp4
271,1,4,2,65.51724138,0.958333333,0.185908757,0.172285897,2,subject_96_dh18u00dyu_vid_1_35.mp4
272,0,4,2,70.78846154,0.9,1.640653822,1.514472814,2,subject_96_dh18u00dyu_vid_1_36.mp4
273,0,4,2,63.85368664,0.95,0.834890699,0.692492788,1,subject_96_dh18u00dyu_vid_1_37.mp4
275,0,4,2,67.14935065,0.94,0.52262232,0.489222558,3,subject_96_dh18u00dyu_vid_1_4.mp4
276,1,4,2,78.24615385,0.786666667,0.40907048,0.36000565,3,subject_96_dh18u00dyu_vid_1_5.mp4
277,1,4,2,73.24300699,0.875,0.6609064,0.625213584,3,subject_96_dh18u00dyu_vid_1_6.mp4
278,0,4,2,71.54950012,0.886666667,0.571747406,0.539430044,3,subject_96_dh18u00dyu_vid_1_7.mp4
279,1,4,2,70.24988943,0.933333333,0.64112054,0.568232705,3,subject_96_dh18u00dyu_vid_1_8.mp4
280,1,4,2,69.54357237,0.891666667,0.483192023,0.461558708,3,subject_96_dh18u00dyu_vid_1_9.mp4
281,0,4,2,75.17948718,0.813333333,3.094333098,2.385399352,2,subject_96_dh18u00dyu_vid_2_0.mp4
282,1,4,2,72.2294202,0.853333333,1.21401506,1.028187562,2,subject_96_dh18u00dyu_vid_2_1.mp4
283,1,4,2,68.8137931,0.92,0.655822686,0.559464618,3,subject_96_dh18u00dyu_vid_2_10.mp4
284,1,4,2,59.70779221,1.008333333,0.582041115,0.520964856,3,subject_96_dh18u00dyu_vid_2_11.mp4
285,1,4,2,73.06666667,0.846666667,0.704990858,0.598800927,3,subject_96_dh18u00dyu_vid_2_12.mp4
286,1,4,2,67.49097414,0.96,1.023945013,0.98735104,3,subject_96_dh18u00dyu_vid_2_13.mp4
287,0,4,1,80.76555024,0.806666667,3.424763795,3.185148118,1,subject_96_dh18u00dyu_vid_2_14.mp4
288,1,4,1,72.10979021,0.926666667,1.53855439,1.37017092,1,subject_96_dh18u00dyu_vid_2_15.mp4
289,1,4,1,76.65994695,0.8,1.05330385,0.857726438,1,subject_96_dh18u00dyu_vid_2_16.mp4
290,1,4,2,71.923252,0.873333333,0.838501454,0.743419757,1,subject_96_dh18u00dyu_vid_2_17.mp4
291,1,4,2,82.6959707,0.744444444,0.654249157,0.548042771,1,subject_96_dh18u00dyu_vid_2_18.mp4
292,0,4,2,65.08366633,0.966666667,2.108945404,1.965365445,1,subject_96_dh18u00dyu_vid_2_19.mp4
293,1,4,2,74.99598799,0.84,0.745414724,0.645220123,2,subject_96_dh18u00dyu_vid_2_2.mp4
294,1,4,2,66.23188406,0.95,0.846933546,0.793548477,2,subject_96_dh18u00dyu_vid_2_20.mp4
295,1,4,2,66.26930502,0.991666667,0.940721332,0.83626302,2,subject_96_dh18u00dyu_vid_2_21.mp4
296,1,4,1,63.11938062,0.991666667,0.723578778,0.656227031,1,subject_96_dh18u00dyu_vid_2_22.mp4
297,1,4,1,62.94572095,0.96,0.416597848,0.365598312,1,subject_96_dh18u00dyu_vid_2_23.mp4
298,2,4,1,65.12603971,0.953333333,0.574046769,0.49811814,3,subject_96_dh18u00dyu_vid_2_24.mp4
299,1,4,1,72.19736842,0.873333333,0.473177805,0.421462847,3,subject_96_dh18u00dyu_vid_2_25.mp4
300,1,4,1,75.47004608,0.82,0.497264317,0.410629718,3,subject_96_dh18u00dyu_vid_2_26.mp4
301,0,4,1,79.86052087,0.8,1.077382317,1.013710005,2,subject_96_dh18u00dyu_vid_2_27.mp4
302,0,4,2,68.87110847,0.9,1.061527128,0.96416364,2,subject_96_dh18u00dyu_vid_2_28.mp4
303,0,4,2,78.3769718,0.78,0.752699122,0.662271716,3,subject_96_dh18u00dyu_vid_2_29.mp4
304,1,4,2,81.64935065,0.78,0.621010326,0.565527122,3,subject_96_dh18u00dyu_vid_2_3.mp4
305,0,4,2,72.56526083,0.833333333,0.594721142,0.537041739,3,subject_96_dh18u00dyu_vid_2_30.mp4
307,1,4,2,81.50776053,0.806666667,0.858637652,0.799026866,1,subject_96_dh18u00dyu_vid_2_4.mp4
308,1,4,2,67.53253382,0.92,1.570140942,1.263033808,1,subject_96_dh18u00dyu_vid_2_5.mp4
309,1,4,2,56.57493369,1.091666667,1.882269143,1.783696571,1,subject_96_dh18u00dyu_vid_2_6.mp4
310,1,4,2,80.93506494,0.813333333,1.09677276,0.964260012,1,subject_96_dh18u00dyu_vid_2_7.mp4
311,1,4,2,71.07857143,0.886666667,0.735447905,0.660125051,2,subject_96_dh18u00dyu_vid_2_8.mp4
312,0,4,2,70.68598069,0.88,0.387104256,0.33014387,3,subject_96_dh18u00dyu_vid_2_9.mp4
340,0,4,2,90.73645653,0.672222222,0.909213189,0.779632882,3,subject_85_rda0o4n8zs_vid_0_8.mp4
341,1,4,2,66.6599026,0.916666667,0.748844255,0.653119635,3,subject_85_rda0o4n8zs_vid_0_9.mp4
342,1,4,2,60.69264069,1.05,0.671833389,0.571724805,3,subject_85_rda0o4n8zs_vid_1_0.mp4
343,1,4,2,72.22653959,0.86,0.475094362,0.405427493,3,subject_85_rda0o4n8zs_vid_1_1.mp4
344,1,4,2,71.24120071,0.933333333,0.475296438,0.449177611,3,subject_85_rda0o4n8zs_vid_1_10.mp4
345,1,4,2,72.79503106,0.853333333,0.45622721,0.404734682,3,subject_85_rda0o4n8zs_vid_1_11.mp4
346,1,4,2,73.88744589,0.826666667,0.455485117,0.397690448,3,subject_85_rda0o4n8zs_vid_1_12.mp4
347,1,4,2,75.28674624,0.813333333,0.545038745,0.479758596,3,subject_85_rda0o4n8zs_vid_1_13.mp4
348,1,4,2,88.3002962,0.683333333,0.382111013,0.35258236,3,subject_85_rda0o4n8zs_vid_1_14.mp4
349,1,4,2,67.62077922,0.9,0.319211462,0.281630415,3,subject_85_rda0o4n8zs_vid_1_15.mp4
350,1,4,2,75.71360219,0.826666667,0.324924736,0.264901941,3,subject_85_rda0o4n8zs_vid_1_16.mp4
351,1,4,2,86.67216631,0.713333333,0.922056937,0.804905158,3,subject_85_rda0o4n8zs_vid_1_17.mp4
352,0,4,2,72.61244556,0.853333333,0.516489529,0.44407223,3,subject_85_rda0o4n8zs_vid_1_18.mp4
353,0,4,2,66.59774436,0.958333333,0.431572892,0.365753117,3,subject_85_rda0o4n8zs_vid_1_19.mp4
354,1,4,2,64.37445887,0.941666667,0.652156831,0.585255136,2,subject_85_rda0o4n8zs_vid_1_2.mp4
355,1,4,2,77.92443064,0.794444444,0.472439681,0.398466587,3,subject_85_rda0o4n8zs_vid_1_20.mp4
356,1,4,2,74.28294314,0.86,1.57695999,1.411259601,3,subject_85_rda0o4n8zs_vid_1_21.mp4
357,1,4,2,65.06521739,0.95,0.320676581,0.291040485,3,subject_85_rda0o4n8zs_vid_1_22.mp4
358,0,4,2,90.68124858,0.666666667,0.364195818,0.330658904,2,subject_85_rda0o4n8zs_vid_1_23.mp4
359,1,4,2,78.72187462,0.794444444,2.150114759,1.885359934,1,subject_85_rda0o4n8zs_vid_1_24.mp4
360,1,4,2,67.8030303,0.95,0.740830657,0.690370225,2,subject_85_rda0o4n8zs_vid_1_25.mp4
361,1,4,2,76.25058439,0.813333333,1.21773965,1.145232701,2,subject_85_rda0o4n8zs_vid_1_26.mp4
362,1,4,2,71.74517375,0.906666667,0.896997479,0.837394386,3,subject_85_rda0o4n8zs_vid_1_27.mp4
363,1,4,2,80.58695652,0.75,0.487900952,0.401810911,3,subject_85_rda0o4n8zs_vid_1_28.mp4
364,1,4,2,70.39033269,0.88,0.435036267,0.358499131,3,subject_85_rda0o4n8zs_vid_1_29.mp4
365,1,4,2,78.11866623,0.783333333,0.36925392,0.326566607,3,subject_85_rda0o4n8zs_vid_1_3.mp4
366,1,4,2,74.58045113,0.853333333,1.585472165,1.475302995,3,subject_85_rda0o4n8zs_vid_1_30.mp4
367,1,4,2,77.02039808,0.794444444,1.121563124,1.006492878,3,subject_85_rda0o4n8zs_vid_1_31.mp4
368,1,4,2,78.17813765,0.866666667,0.903504059,0.820296752,2,subject_85_rda0o4n8zs_vid_1_32.mp4
370,1,4,2,73.65,0.846666667,0.962900993,0.900030346,3,subject_85_rda0o4n8zs_vid_1_4.mp4
371,0,4,2,67.47077922,0.906666667,0.457415103,0.422538418,3,subject_85_rda0o4n8zs_vid_1_5.mp4
372,1,4,2,59.91964286,1.016666667,0.389918616,0.299377269,3,subject_85_rda0o4n8zs_vid_1_6.mp4
373,0,4,2,69.99193076,0.906666667,0.427891516,0.372043088,3,subject_85_rda0o4n8zs_vid_1_7.mp4
374,1,4,2,55.23809524,1.1,0.397240272,0.373896454,3,subject_85_rda0o4n8zs_vid_1_8.mp4
375,1,4,2,69.74239948,0.9,0.433692402,0.402518728,3,subject_85_rda0o4n8zs_vid_1_9.mp4
376,1,4,2,68.74623656,0.88,1.662175384,1.577289059,1,subject_85_rda0o4n8zs_vid_2_0.mp4
377,1,4,2,71.35411255,0.846666667,0.646907266,0.588202377,3,subject_85_rda0o4n8zs_vid_2_1.mp4
378,0,4,2,77.98632946,0.86,0.557556369,0.512823428,0,subject_85_rda0o4n8zs_vid_2_10.mp4
379,1,4,2,69.62261726,0.88,1.454770943,1.382427795,0,subject_85_rda0o4n8zs_vid_2_11.mp4
380,1,4,2,76.32754614,0.833333333,3.10625343,2.986415714,0,subject_85_rda0o4n8zs_vid_2_12.mp4
381,0,4,2,72.40866742,0.853333333,0.434072867,0.338871046,1,subject_85_rda0o4n8zs_vid_2_13.mp4
382,1,4,2,80.84525124,0.761111111,0.540662751,0.435629272,0,subject_85_rda0o4n8zs_vid_2_14.mp4
383,1,4,2,77.89459816,0.806666667,1.900109847,1.701290502,2,subject_85_rda0o4n8zs_vid_2_15.mp4
384,1,4,2,71.49022556,0.873333333,1.403776785,1.318657342,2,subject_85_rda0o4n8zs_vid_2_16.mp4
385,1,4,2,73.11802233,0.866666667,0.532568126,0.455831044,2,subject_85_rda0o4n8zs_vid_2_17.mp4
386,1,4,2,89.78407557,0.677777778,0.478852632,0.397236832,2,subject_85_rda0o4n8zs_vid_2_18.mp4
387,1,4,2,71.75931677,0.873333333,0.397607735,0.348733097,2,subject_85_rda0o4n8zs_vid_2_19.mp4
388,1,4,2,79.01333544,0.793333333,0.701250263,0.628403711,3,subject_85_rda0o4n8zs_vid_2_2.mp4
389,1,4,2,86.96969697,0.705555556,0.586130067,0.52621831,2,subject_85_rda0o4n8zs_vid_2_20.mp4
390,1,4,2,65.34443817,0.933333333,0.63762825,0.560748241,3,subject_85_rda0o4n8zs_vid_2_21.mp4
391,1,4,2,64.63178295,0.991666667,0.845622716,0.777659226,3,subject_85_rda0o4n8zs_vid_2_22.mp4
392,1,4,2,71.95512821,0.9,1.176915869,1.098732177,2,subject_85_rda0o4n8zs_vid_2_23.mp4
393,1,4,2,79.59954233,0.766666667,0.680630427,0.573308495,1,subject_85_rda0o4n8zs_vid_2_24.mp4
394,1,4,2,61.5392194,1.016666667,1.107133751,1.027911255,0,subject_85_rda0o4n8zs_vid_2_25.mp4
395,1,4,2,70.49071618,0.906666667,0.269788313,0.250717098,0,subject_85_rda0o4n8zs_vid_2_26.mp4
396,1,4,2,89.23308271,0.72,0.62014561,0.549188908,1,subject_85_rda0o4n8zs_vid_2_27.mp4
397,1,4,2,74.73005256,0.85,1.202566999,1.112410717,0,subject_85_rda0o4n8zs_vid_2_28.mp4
398,1,4,2,77.59736842,0.8,0.945531644,0.848222177,1,subject_85_rda0o4n8zs_vid_2_29.mp4
399,1,4,2,78.59671907,0.8,0.82032806,0.722073402,2,subject_85_rda0o4n8zs_vid_2_3.mp4
400,1,4,2,74.28070175,0.833333333,1.09238502,1.000546967,2,subject_85_rda0o4n8zs_vid_2_30.mp4
402,1,4,2,83.04222094,0.738888889,1.463186769,1.320856102,1,subject_85_rda0o4n8zs_vid_2_4.mp4
403,1,4,2,79.21762085,0.8,0.543120313,0.454167622,3,subject_85_rda0o4n8zs_vid_2_5.mp4
404,1,4,2,89.03318903,0.688888889,0.590800318,0.494572098,3,subject_85_rda0o4n8zs_vid_2_6.mp4
405,1,4,2,80.84209348,0.755555556,2.024972661,1.642810775,2,subject_85_rda0o4n8zs_vid_2_7.mp4
406,1,4,2,61.59090909,1.008333333,0.588020312,0.510875345,3,subject_85_rda0o4n8zs_vid_2_8.mp4
407,1,4,2,65.48791587,0.933333333,0.482716855,0.437994925,2,subject_85_rda0o4n8zs_vid_2_9.mp4
408,1,4,2,78.25776398,0.777777778,2.020549961,1.777145173,2,subject_86_gx92b5cbrm_vid_0_0.mp4
409,1,4,2,76.24657951,0.84,0.956447315,0.826314457,3,subject_86_gx92b5cbrm_vid_0_1.mp4
410,1,4,2,81.67846086,0.773333333,0.794103118,0.658835313,2,subject_86_gx92b5cbrm_vid_0_10.mp4
411,1,4,2,91.33295195,0.666666667,1.279308193,1.198135522,3,subject_86_gx92b5cbrm_vid_0_11.mp4
412,1,4,2,71.4137931,0.873333333,0.671913893,0.635158664,3,subject_86_gx92b5cbrm_vid_0_12.mp4
413,1,4,2,64.23626374,0.95,1.183790706,1.061655452,3,subject_86_gx92b5cbrm_vid_0_13.mp4
414,1,4,2,90.96429886,0.672222222,2.326509949,2.035136789,2,subject_86_gx92b5cbrm_vid_0_14.mp4
415,0,4,2,67.6390465,0.913333333,0.917777558,0.825788344,3,subject_86_gx92b5cbrm_vid_0_15.mp4
416,0,4,2,65.997003,0.96,0.627907786,0.536975493,3,subject_86_gx92b5cbrm_vid_0_16.mp4
417,1,4,2,79.4,0.78,1.606453693,1.415322987,2,subject_86_gx92b5cbrm_vid_0_17.mp4
418,0,4,2,79.59954233,0.766666667,0.781420337,0.676476378,3,subject_86_gx92b5cbrm_vid_0_18.mp4
419,0,4,2,75.59328028,0.813333333,2.000772199,1.937993146,2,subject_86_gx92b5cbrm_vid_0_19.mp4
420,1,4,2,70.6637931,0.886666667,1.000256796,0.84511773,2,subject_86_gx92b5cbrm_vid_0_2.mp4
421,0,4,2,70.14358639,0.9,0.975566716,0.856334129,3,subject_86_gx92b5cbrm_vid_0_20.mp4
422,0,4,2,77.46596702,0.793333333,1.003117125,0.905635778,3,subject_86_gx92b5cbrm_vid_0_21.mp4
423,1,4,2,70.52819549,0.913333333,0.869967277,0.731442946,2,subject_86_gx92b5cbrm_vid_0_22.mp4
424,1,4,2,55.59607021,1.108333333,1.297538776,1.221563227,2,subject_86_gx92b5cbrm_vid_0_23.mp4
425,1,4,2,68.62313791,0.926666667,2.043019863,1.841329089,3,subject_86_gx92b5cbrm_vid_0_24.mp4
426,1,4,2,72.3532967,0.86,0.756399482,0.636598156,3,subject_86_gx92b5cbrm_vid_0_25.mp4
427,1,4,2,70.39849624,0.925,1.397419059,1.282538232,2,subject_86_gx92b5cbrm_vid_0_26.mp4
428,0,4,2,78.85600166,0.793333333,0.99138939,0.856523142,3,subject_86_gx92b5cbrm_vid_0_27.mp4
429,0,4,2,71.53070175,0.893333333,0.820809703,0.770131439,3,subject_86_gx92b5cbrm_vid_0_28.mp4
431,1,4,2,75.30152456,0.826666667,1.58043151,1.458806023,2,subject_86_gx92b5cbrm_vid_0_3.mp4
432,0,4,2,64.32718894,0.94,0.634257055,0.564377506,3,subject_86_gx92b5cbrm_vid_0_4.mp4
433,0,4,2,82.41558442,0.76,1.414989046,1.358920964,3,subject_86_gx92b5cbrm_vid_0_5.mp4
434,0,4,2,70.07923655,0.893333333,0.905415359,0.795511361,3,subject_86_gx92b5cbrm_vid_0_6.mp4
435,0,4,2,70.0166693,0.925,0.760379301,0.672682501,3,subject_86_gx92b5cbrm_vid_0_7.mp4
436,0,4,2,72.82534879,0.853333333,1.365140402,1.230822655,3,subject_86_gx92b5cbrm_vid_0_8.mp4
437,0,4,2,71.44147465,0.88,0.797780534,0.762936376,3,subject_86_gx92b5cbrm_vid_0_9.mp4
438,0,4,2,75.08177729,0.806666667,2.063191152,1.951268649,2,subject_86_gx92b5cbrm_vid_1_0.mp4
439,1,4,2,75.94950739,0.82,1.695486848,1.575476452,2,subject_86_gx92b5cbrm_vid_1_1.mp4
440,0,4,2,76.05714286,0.806666667,0.823334835,0.776264441,2,subject_86_gx92b5cbrm_vid_1_10.mp4
441,1,4,2,85.7815735,0.705555556,0.753148387,0.664846309,3,subject_86_gx92b5cbrm_vid_1_11.mp4
442,0,4,2,62.02597403,1.033333333,1.254998679,1.129634192,3,subject_86_gx92b5cbrm_vid_1_12.mp4
443,0,4,2,63.55748242,1.008333333,0.683799768,0.598799269,3,subject_86_gx92b5cbrm_vid_1_13.mp4
444,0,4,2,76.70261318,0.813333333,0.91845069,0.839006317,2,subject_86_gx92b5cbrm_vid_1_14.mp4
445,0,4,2,71.76566476,0.866666667,2.63661815,2.452327075,2,subject_86_gx92b5cbrm_vid_1_15.mp4
446,0,4,2,76.20451128,0.813333333,0.676958003,0.637503439,3,subject_86_gx92b5cbrm_vid_1_16.mp4
